"";"Rank";"Name";"YB";"NSA";"Ski";"venue";"Disciplina";"temperatura";"vreme";"sneg";"tocke_30"
"1";1;"MAYER Matthias";1990;"AUT";"Head";"Bormio";"DH";-7;"SUNNY";"HARD";100
"2";2;"KRIECHMAYR Vincent";1991;"AUT";"Head";"Bormio";"DH";-7;"SUNNY";"HARD";80
"3";3;"KRYENBUEHL Urs";1994;"SUI";"Fischer";"Bormio";"DH";-7;"SUNNY";"HARD";60
"4";4;"PARIS Dominik";1989;"ITA";"Nordica";"Bormio";"DH";-7;"SUNNY";"HARD";50
"5";5;"CAVIEZEL Mauro";1988;"SUI";"Atomic";"Bormio";"DH";-7;"SUNNY";"HARD";45
"6";6;"KILDE Aleksander Aamodt";1992;"NOR";"Atomic";"Bormio";"DH";-7;"SUNNY";"HARD";40
"7";7;"COCHRAN-SIEGLE Ryan";1992;"USA";"Rossignol";"Bormio";"DH";-7;"SUNNY";"HARD";36
"8";8;"BAILET Matthieu";1996;"FRA";"Salomon";"Bormio";"DH";-7;"SUNNY";"HARD";32
"9";9;"CLAREY Johan";1981;"FRA";"Head";"Bormio";"DH";-7;"SUNNY";"HARD";29
"10";10;"FEUZ Beat";1987;"SUI";"Head";"Bormio";"DH";-7;"SUNNY";"HARD";26
"11";11;"INNERHOFER Christof";1984;"ITA";"Rossignol";"Bormio";"DH";-7;"SUNNY";"HARD";24
"12";12;"ODERMATT Marco";1997;"SUI";"Stoeckli";"Bormio";"DH";-7;"SUNNY";"HARD";22
"13";13;"FRANZ Max";1989;"AUT";"Fischer";"Bormio";"DH";-7;"SUNNY";"HARD";20
"14";14;"BAUMANN Romed";1986;"GER";"Salomon";"Bormio";"DH";-7;"SUNNY";"HARD";18
"15";15;"MARSAGLIA Matteo";1985;"ITA";"Fischer";"Bormio";"DH";-7;"SUNNY";"HARD";16
"16";16;"MUZATON Maxence";1990;"FRA";"Rossignol";"Bormio";"DH";-7;"SUNNY";"HARD";15
"17";17;"MONSEN Felix";1994;"SWE";"Atomic";"Bormio";"DH";-7;"SUNNY";"HARD";14
"18";18;"ROGER Brice";1990;"FRA";"Rossignol";"Bormio";"DH";-7;"SUNNY";"HARD";13
"19";19;"SANDER Andreas";1989;"GER";"Atomic";"Bormio";"DH";-7;"SUNNY";"HARD";12
"20";20;"GOLDBERG Jared";1991;"USA";"Head";"Bormio";"DH";-7;"SUNNY";"HARD";11
"21";21;"SCHMID Manuel";1993;"GER";"Rossignol";"Bormio";"DH";-7;"SUNNY";"HARD";10
"22";22;"HEMETSBERGER Daniel";1991;"AUT";"Fischer";"Bormio";"DH";-7;"SUNNY";"HARD";9
"23";23;"CRAWFORD James";1997;"CAN";"Head";"Bormio";"DH";-7;"SUNNY";"HARD";8
"24";24;"THEAUX Adrien";1984;"FRA";"Head";"Bormio";"DH";-7;"SUNNY";"HARD";7
"25";24;"STRIEDINGER Otmar";1991;"AUT";"Salomon";"Bormio";"DH";-7;"SUNNY";"HARD";7
"26";26;"JOCHER Simon";1996;"GER";"Head";"Bormio";"DH";-7;"SUNNY";"HARD";5
"27";27;"FERSTL Josef";1988;"GER";"Head";"Bormio";"DH";-7;"SUNNY";"HARD";4
"28";28;"NEUMAYER Christopher";1992;"AUT";"Salomon";"Bormio";"DH";-7;"SUNNY";"HARD";3
"29";29;"ROGENTIN Stefan";1994;"SUI";"Fischer";"Bormio";"DH";-7;"SUNNY";"HARD";2
"30";30;"SCHWAIGER Dominik";1991;"GER";"Head";"Bormio";"DH";-7;"SUNNY";"HARD";1
"31";1;"KRIECHMAYR Vincent";1991;"AUT";"Head";"Cortina";"DH";-11;"SUNNY";"HARD";100
"32";2;"SANDER Andreas";1989;"GER";"Atomic";"Cortina";"DH";-11;"SUNNY";"HARD";80
"33";3;"FEUZ Beat";1987;"SUI";"Head";"Cortina";"DH";-11;"SUNNY";"HARD";60
"34";4;"ODERMATT Marco";1997;"SUI";"Stoeckli";"Cortina";"DH";-11;"SUNNY";"HARD";50
"35";4;"PARIS Dominik";1989;"ITA";"Nordica";"Cortina";"DH";-11;"SUNNY";"HARD";50
"36";6;"INNERHOFER Christof";1984;"ITA";"Rossignol";"Cortina";"DH";-11;"SUNNY";"HARD";40
"37";7;"ALLEGRE Nils";1994;"FRA";"Salomon";"Cortina";"DH";-11;"SUNNY";"HARD";36
"38";8;"JANSRUD Kjetil";1985;"NOR";"Head";"Cortina";"DH";-11;"SUNNY";"HARD";32
"39";9;"JANKA Carlo";1986;"SUI";"Rossignol";"Cortina";"DH";-11;"SUNNY";"HARD";29
"40";10;"ROEA Henrik";1995;"NOR";"Nordica";"Cortina";"DH";-11;"SUNNY";"HARD";26
"41";10;"BENNETT Bryce";1992;"USA";"Fischer";"Cortina";"DH";-11;"SUNNY";"HARD";26
"42";12;"GANONG Travis";1988;"USA";"Atomic";"Cortina";"DH";-11;"SUNNY";"HARD";22
"43";13;"FRANZ Max";1989;"AUT";"Fischer";"Cortina";"DH";-11;"SUNNY";"HARD";20
"44";14;"BAUMANN Romed";1986;"GER";"Salomon";"Cortina";"DH";-11;"SUNNY";"HARD";18
"45";15;"KLINE Bostjan";1991;"SLO";"Nordica";"Cortina";"DH";-11;"SUNNY";"HARD";16
"46";16;"CLAREY Johan";1981;"FRA";"Head";"Cortina";"DH";-11;"SUNNY";"HARD";15
"47";17;"MONSEN Felix";1994;"SWE";"Atomic";"Cortina";"DH";-11;"SUNNY";"HARD";14
"48";18;"DRESSEN Thomas";1993;"GER";"Rossignol";"Cortina";"DH";-11;"SUNNY";"HARD";13
"49";19;"STRIEDINGER Otmar";1991;"AUT";"Salomon";"Cortina";"DH";-11;"SUNNY";"HARD";12
"50";20;"GOLDBERG Jared";1991;"USA";"Head";"Cortina";"DH";-11;"SUNNY";"HARD";11
"51";21;"CRAWFORD James";1997;"CAN";"Head";"Cortina";"DH";-11;"SUNNY";"HARD";10
"52";22;"SCHWAIGER Dominik";1991;"GER";"Head";"Cortina";"DH";-11;"SUNNY";"HARD";9
"53";23;"HROBAT Miha";1995;"SLO";"Atomic";"Cortina";"DH";-11;"SUNNY";"HARD";8
"54";24;"MARSAGLIA Matteo";1985;"ITA";"Fischer";"Cortina";"DH";-11;"SUNNY";"HARD";7
"55";25;"BAILET Matthieu";1996;"FRA";"Salomon";"Cortina";"DH";-11;"SUNNY";"HARD";6
"56";26;"READ Jeffrey";1997;"CAN";"Atomic";"Cortina";"DH";-11;"SUNNY";"HARD";5
"57";27;"PFIFFNER Marco";1994;"LIE";"Fischer";"Cortina";"DH";-11;"SUNNY";"HARD";4
"58";28;"ALESSANDRIA Arnaud";1993;"MON";"Salomon";"Cortina";"DH";-11;"SUNNY";"HARD";3
"59";29;"THOMPSON Broderick";1994;"CAN";"Head";"Cortina";"DH";-11;"SUNNY";"HARD";2
"60";30;"SZOLLOS Barnabas";1998;"ISR";"Kaestle";"Cortina";"DH";-11;"SUNNY";"HARD";1
"61";1;"PARIS Dominik";1989;"ITA";"Nordica";"Garmisch";"DH";-1;"SUNNY";"HARD";100
"62";2;"FEUZ Beat";1987;"SUI";"Head";"Garmisch";"DH";-1;"SUNNY";"HARD";80
"63";3;"MAYER Matthias";1990;"AUT";"Head";"Garmisch";"DH";-1;"SUNNY";"HARD";60
"64";4;"FRANZ Max";1989;"AUT";"Fischer";"Garmisch";"DH";-1;"SUNNY";"HARD";50
"65";5;"INNERHOFER Christof";1984;"ITA";"Rossignol";"Garmisch";"DH";-1;"SUNNY";"HARD";45
"66";6;"JANKA Carlo";1986;"SUI";"Rossignol";"Garmisch";"DH";-1;"SUNNY";"HARD";40
"67";7;"GANONG Travis";1988;"USA";"Atomic";"Garmisch";"DH";-1;"SUNNY";"HARD";36
"68";8;"ODERMATT Marco";1997;"SUI";"Stoeckli";"Garmisch";"DH";-1;"SUNNY";"HARD";32
"69";9;"HEMETSBERGER Daniel";1991;"AUT";"Fischer";"Garmisch";"DH";-1;"SUNNY";"HARD";29
"70";10;"CLAREY Johan";1981;"FRA";"Head";"Garmisch";"DH";-1;"SUNNY";"HARD";26
"71";11;"KRIECHMAYR Vincent";1991;"AUT";"Head";"Garmisch";"DH";-1;"SUNNY";"HARD";24
"72";12;"SCHWAIGER Dominik";1991;"GER";"Head";"Garmisch";"DH";-1;"SUNNY";"HARD";22
"73";13;"JANSRUD Kjetil";1985;"NOR";"Head";"Garmisch";"DH";-1;"SUNNY";"HARD";20
"74";14;"BAUMANN Romed";1986;"GER";"Salomon";"Garmisch";"DH";-1;"SUNNY";"HARD";18
"75";15;"HINTERMANN Niels";1995;"SUI";"Atomic";"Garmisch";"DH";-1;"SUNNY";"HARD";16
"76";16;"STRIEDINGER Otmar";1991;"AUT";"Salomon";"Garmisch";"DH";-1;"SUNNY";"HARD";15
"77";17;"BAILET Matthieu";1996;"FRA";"Salomon";"Garmisch";"DH";-1;"SUNNY";"HARD";14
"78";18;"GOLDBERG Jared";1991;"USA";"Head";"Garmisch";"DH";-1;"SUNNY";"HARD";13
"79";19;"ALLEGRE Nils";1994;"FRA";"Salomon";"Garmisch";"DH";-1;"SUNNY";"HARD";12
"80";20;"MONSEN Felix";1994;"SWE";"Atomic";"Garmisch";"DH";-1;"SUNNY";"HARD";11
"81";21;"BENNETT Bryce";1992;"USA";"Fischer";"Garmisch";"DH";-1;"SUNNY";"HARD";10
"82";22;"MARSAGLIA Matteo";1985;"ITA";"Fischer";"Garmisch";"DH";-1;"SUNNY";"HARD";9
"83";23;"THEAUX Adrien";1984;"FRA";"Head";"Garmisch";"DH";-1;"SUNNY";"HARD";8
"84";24;"SANDER Andreas";1989;"GER";"Atomic";"Garmisch";"DH";-1;"SUNNY";"HARD";7
"85";25;"JOCHER Simon";1996;"GER";"Head";"Garmisch";"DH";-1;"SUNNY";"HARD";6
"86";25;"DANKLMAIER Daniel";1993;"AUT";"Atomic";"Garmisch";"DH";-1;"SUNNY";"HARD";6
"87";27;"SEJERSTED Adrian Smiseth";1994;"NOR";"Atomic";"Garmisch";"DH";-1;"SUNNY";"HARD";4
"88";28;"ROEA Henrik";1995;"NOR";"Nordica";"Garmisch";"DH";-1;"SUNNY";"HARD";3
"89";29;"SCHMID Manuel";1993;"GER";"Rossignol";"Garmisch";"DH";-1;"SUNNY";"HARD";2
"90";30;"BUZZI Emanuele";1994;"ITA";"Head";"Garmisch";"DH";-1;"SUNNY";"HARD";1
"91";1;"KRIECHMAYR Vincent";1991;"AUT";"Head";"Saalbach";"DH";-1;"SUNNY";"HARD";100
"92";2;"FEUZ Beat";1987;"SUI";"Head";"Saalbach";"DH";-1;"SUNNY";"HARD";80
"93";3;"MAYER Matthias";1990;"AUT";"Head";"Saalbach";"DH";-1;"SUNNY";"HARD";60
"94";4;"PARIS Dominik";1989;"ITA";"Nordica";"Saalbach";"DH";-1;"SUNNY";"HARD";50
"95";5;"ODERMATT Marco";1997;"SUI";"Stoeckli";"Saalbach";"DH";-1;"SUNNY";"HARD";45
"96";5;"FRANZ Max";1989;"AUT";"Fischer";"Saalbach";"DH";-1;"SUNNY";"HARD";45
"97";7;"STRIEDINGER Otmar";1991;"AUT";"Salomon";"Saalbach";"DH";-1;"SUNNY";"HARD";36
"98";8;"ARVIDSSON Erik";1996;"USA";"Head";"Saalbach";"DH";-1;"SUNNY";"HARD";32
"99";9;"CLAREY Johan";1981;"FRA";"Head";"Saalbach";"DH";-1;"SUNNY";"HARD";29
"100";10;"BENNETT Bryce";1992;"USA";"Fischer";"Saalbach";"DH";-1;"SUNNY";"HARD";26
"101";11;"BAILET Matthieu";1996;"FRA";"Salomon";"Saalbach";"DH";-1;"SUNNY";"HARD";24
"102";12;"BAUMANN Romed";1986;"GER";"Salomon";"Saalbach";"DH";-1;"SUNNY";"HARD";22
"103";13;"ROGENTIN Stefan";1994;"SUI";"Fischer";"Saalbach";"DH";-1;"SUNNY";"HARD";20
"104";14;"DANKLMAIER Daniel";1993;"AUT";"Atomic";"Saalbach";"DH";-1;"SUNNY";"HARD";18
"105";15;"HINTERMANN Niels";1995;"SUI";"Atomic";"Saalbach";"DH";-1;"SUNNY";"HARD";16
"106";16;"HEMETSBERGER Daniel";1991;"AUT";"Fischer";"Saalbach";"DH";-1;"SUNNY";"HARD";15
"107";17;"THEAUX Adrien";1984;"FRA";"Head";"Saalbach";"DH";-1;"SUNNY";"HARD";14
"108";18;"MONSEN Felix";1994;"SWE";"Atomic";"Saalbach";"DH";-1;"SUNNY";"HARD";13
"109";19;"MANI Nils";1992;"SUI";"Stoeckli";"Saalbach";"DH";-1;"SUNNY";"HARD";12
"110";20;"WEBER Ralph";1993;"SUI";"Head";"Saalbach";"DH";-1;"SUNNY";"HARD";11
"111";21;"INNERHOFER Christof";1984;"ITA";"Rossignol";"Saalbach";"DH";-1;"SUNNY";"HARD";10
"112";22;"BUZZI Emanuele";1994;"ITA";"Head";"Saalbach";"DH";-1;"SUNNY";"HARD";9
"113";23;"READ Jeffrey";1997;"CAN";"Atomic";"Saalbach";"DH";-1;"SUNNY";"HARD";8
"114";24;"JANKA Carlo";1986;"SUI";"Rossignol";"Saalbach";"DH";-1;"SUNNY";"HARD";7
"115";25;"SANDER Andreas";1989;"GER";"Atomic";"Saalbach";"DH";-1;"SUNNY";"HARD";6
"116";26;"SEGER Brodie";1995;"CAN";"Atomic";"Saalbach";"DH";-1;"SUNNY";"HARD";5
"117";26;"ROEA Henrik";1995;"NOR";"Nordica";"Saalbach";"DH";-1;"SUNNY";"HARD";5
"118";28;"MARSAGLIA Matteo";1985;"ITA";"Fischer";"Saalbach";"DH";-1;"SUNNY";"HARD";3
"119";29;"GIEZENDANNER Blaise";1991;"FRA";"Atomic";"Saalbach";"DH";-1;"SUNNY";"HARD";2
"120";30;"LAHNSTEINER Maximilian";1996;"AUT";"Fischer";"Saalbach";"DH";-1;"SUNNY";"HARD";1
"121";1;"CATER Martin";1992;"SLO";"Stoeckli";"Val d'Isere";"DH";-7;"SUNNY";"COMPACT";100
"122";2;"STRIEDINGER Otmar";1991;"AUT";"Salomon";"Val d'Isere";"DH";-7;"SUNNY";"COMPACT";80
"123";3;"KRYENBUEHL Urs";1994;"SUI";"Fischer";"Val d'Isere";"DH";-7;"SUNNY";"COMPACT";60
"124";4;"KILDE Aleksander Aamodt";1992;"NOR";"Atomic";"Val d'Isere";"DH";-7;"SUNNY";"COMPACT";50
"125";5;"CLAREY Johan";1981;"FRA";"Head";"Val d'Isere";"DH";-7;"SUNNY";"COMPACT";45
"126";6;"FEUZ Beat";1987;"SUI";"Head";"Val d'Isere";"DH";-7;"SUNNY";"COMPACT";40
"127";7;"SANDER Andreas";1989;"GER";"Atomic";"Val d'Isere";"DH";-7;"SUNNY";"COMPACT";36
"128";8;"MAYER Matthias";1990;"AUT";"Head";"Val d'Isere";"DH";-7;"SUNNY";"COMPACT";32
"129";9;"BAUMANN Romed";1986;"GER";"Salomon";"Val d'Isere";"DH";-7;"SUNNY";"COMPACT";29
"130";10;"PARIS Dominik";1989;"ITA";"Nordica";"Val d'Isere";"DH";-7;"SUNNY";"COMPACT";26
"131";11;"ALLEGRE Nils";1994;"FRA";"Salomon";"Val d'Isere";"DH";-7;"SUNNY";"COMPACT";24
"132";12;"FRANZ Max";1989;"AUT";"Fischer";"Val d'Isere";"DH";-7;"SUNNY";"COMPACT";22
"133";13;"COCHRAN-SIEGLE Ryan";1992;"USA";"Rossignol";"Val d'Isere";"DH";-7;"SUNNY";"COMPACT";20
"134";14;"GIRAUD MOINE Valentin";1992;"FRA";"Salomon";"Val d'Isere";"DH";-7;"SUNNY";"COMPACT";18
"135";15;"SEJERSTED Adrian Smiseth";1994;"NOR";"Atomic";"Val d'Isere";"DH";-7;"SUNNY";"COMPACT";16
"136";16;"WEBER Ralph";1993;"SUI";"Head";"Val d'Isere";"DH";-7;"SUNNY";"COMPACT";15
"137";16;"CAVIEZEL Mauro";1988;"SUI";"Atomic";"Val d'Isere";"DH";-7;"SUNNY";"COMPACT";15
"138";18;"JANKA Carlo";1986;"SUI";"Rossignol";"Val d'Isere";"DH";-7;"SUNNY";"COMPACT";13
"139";19;"MARSAGLIA Matteo";1985;"ITA";"Fischer";"Val d'Isere";"DH";-7;"SUNNY";"COMPACT";12
"140";20;"JANSRUD Kjetil";1985;"NOR";"Head";"Val d'Isere";"DH";-7;"SUNNY";"COMPACT";11
"141";21;"SCHWAIGER Dominik";1991;"GER";"Head";"Val d'Isere";"DH";-7;"SUNNY";"COMPACT";10
"142";21;"BAILET Matthieu";1996;"FRA";"Salomon";"Val d'Isere";"DH";-7;"SUNNY";"COMPACT";10
"143";23;"GANONG Travis";1988;"USA";"Atomic";"Val d'Isere";"DH";-7;"SUNNY";"COMPACT";8
"144";24;"THEAUX Adrien";1984;"FRA";"Head";"Val d'Isere";"DH";-7;"SUNNY";"COMPACT";7
"145";24;"BENNETT Bryce";1992;"USA";"Fischer";"Val d'Isere";"DH";-7;"SUNNY";"COMPACT";7
"146";26;"READ Jeffrey";1997;"CAN";"Atomic";"Val d'Isere";"DH";-7;"SUNNY";"COMPACT";5
"147";27;"RAFFORT Nicolas";1991;"FRA";"Rossignol";"Val d'Isere";"DH";-7;"SUNNY";"COMPACT";4
"148";28;"KLINE Bostjan";1991;"SLO";"Nordica";"Val d'Isere";"DH";-7;"SUNNY";"COMPACT";3
"149";29;"HEMETSBERGER Daniel";1991;"AUT";"Fischer";"Val d'Isere";"DH";-7;"SUNNY";"COMPACT";2
"150";30;"ODERMATT Marco";1997;"SUI";"Stoeckli";"Val d'Isere";"DH";-7;"SUNNY";"COMPACT";1
"151";1;"KILDE Aleksander Aamodt";1992;"NOR";"Atomic";"Val Gardena";"DH";-1,5;"SUNNY";"HARD";100
"152";2;"COCHRAN-SIEGLE Ryan";1992;"USA";"Rossignol";"Val Gardena";"DH";-1,5;"SUNNY";"HARD";80
"153";3;"FEUZ Beat";1987;"SUI";"Head";"Val Gardena";"DH";-1,5;"SUNNY";"HARD";60
"154";4;"BENNETT Bryce";1992;"USA";"Fischer";"Val Gardena";"DH";-1,5;"SUNNY";"HARD";50
"155";4;"JANSRUD Kjetil";1985;"NOR";"Head";"Val Gardena";"DH";-1,5;"SUNNY";"HARD";50
"156";6;"GOLDBERG Jared";1991;"USA";"Head";"Val Gardena";"DH";-1,5;"SUNNY";"HARD";40
"157";7;"JANKA Carlo";1986;"SUI";"Rossignol";"Val Gardena";"DH";-1,5;"SUNNY";"HARD";36
"158";8;"BAUMANN Romed";1986;"GER";"Salomon";"Val Gardena";"DH";-1,5;"SUNNY";"HARD";32
"159";9;"FRANZ Max";1989;"AUT";"Fischer";"Val Gardena";"DH";-1,5;"SUNNY";"HARD";29
"160";10;"MAYER Matthias";1990;"AUT";"Head";"Val Gardena";"DH";-1,5;"SUNNY";"HARD";26
"161";11;"ALLEGRE Nils";1994;"FRA";"Salomon";"Val Gardena";"DH";-1,5;"SUNNY";"HARD";24
"162";12;"CAVIEZEL Mauro";1988;"SUI";"Atomic";"Val Gardena";"DH";-1,5;"SUNNY";"HARD";22
"163";13;"KRIECHMAYR Vincent";1991;"AUT";"Head";"Val Gardena";"DH";-1,5;"SUNNY";"HARD";20
"164";14;"GANONG Travis";1988;"USA";"Atomic";"Val Gardena";"DH";-1,5;"SUNNY";"HARD";18
"165";15;"PARIS Dominik";1989;"ITA";"Nordica";"Val Gardena";"DH";-1,5;"SUNNY";"HARD";16
"166";16;"SANDER Andreas";1989;"GER";"Atomic";"Val Gardena";"DH";-1,5;"SUNNY";"HARD";15
"167";17;"KLINE Bostjan";1991;"SLO";"Nordica";"Val Gardena";"DH";-1,5;"SUNNY";"HARD";14
"168";18;"CLAREY Johan";1981;"FRA";"Head";"Val Gardena";"DH";-1,5;"SUNNY";"HARD";13
"169";19;"HINTERMANN Niels";1995;"SUI";"Atomic";"Val Gardena";"DH";-1,5;"SUNNY";"HARD";12
"170";20;"WEBER Ralph";1993;"SUI";"Head";"Val Gardena";"DH";-1,5;"SUNNY";"HARD";11
"171";21;"RAFFORT Nicolas";1991;"FRA";"Rossignol";"Val Gardena";"DH";-1,5;"SUNNY";"HARD";10
"172";22;"SEJERSTED Adrian Smiseth";1994;"NOR";"Atomic";"Val Gardena";"DH";-1,5;"SUNNY";"HARD";9
"173";22;"BAILET Matthieu";1996;"FRA";"Salomon";"Val Gardena";"DH";-1,5;"SUNNY";"HARD";9
"174";24;"KRYENBUEHL Urs";1994;"SUI";"Fischer";"Val Gardena";"DH";-1,5;"SUNNY";"HARD";7
"175";25;"CATER Martin";1992;"SLO";"Stoeckli";"Val Gardena";"DH";-1,5;"SUNNY";"HARD";6
"176";26;"HEMETSBERGER Daniel";1991;"AUT";"Fischer";"Val Gardena";"DH";-1,5;"SUNNY";"HARD";5
"177";27;"THEAUX Adrien";1984;"FRA";"Head";"Val Gardena";"DH";-1,5;"SUNNY";"HARD";4
"178";28;"INNERHOFER Christof";1984;"ITA";"Rossignol";"Val Gardena";"DH";-1,5;"SUNNY";"HARD";3
"179";29;"MORSE Sam";1996;"USA";"Fischer";"Val Gardena";"DH";-1,5;"SUNNY";"HARD";2
"180";30;"STRIEDINGER Otmar";1991;"AUT";"Salomon";"Val Gardena";"DH";-1,5;"SUNNY";"HARD";1
"181";1;"FEUZ Beat";1987;"SUI";"Head";"Kitzbuehl1";"DH";2,5;"PARTLY CLOUDY";"HARD";100
"182";2;"MAYER Matthias";1990;"AUT";"Head";"Kitzbuehl1";"DH";2,5;"PARTLY CLOUDY";"HARD";80
"183";3;"PARIS Dominik";1989;"ITA";"Nordica";"Kitzbuehl1";"DH";2,5;"PARTLY CLOUDY";"HARD";60
"184";4;"CLAREY Johan";1981;"FRA";"Head";"Kitzbuehl1";"DH";2,5;"PARTLY CLOUDY";"HARD";50
"185";5;"SANDER Andreas";1989;"GER";"Atomic";"Kitzbuehl1";"DH";2,5;"PARTLY CLOUDY";"HARD";45
"186";6;"JANKA Carlo";1986;"SUI";"Rossignol";"Kitzbuehl1";"DH";2,5;"PARTLY CLOUDY";"HARD";40
"187";7;"BAILET Matthieu";1996;"FRA";"Salomon";"Kitzbuehl1";"DH";2,5;"PARTLY CLOUDY";"HARD";36
"188";8;"BAUMANN Romed";1986;"GER";"Salomon";"Kitzbuehl1";"DH";2,5;"PARTLY CLOUDY";"HARD";32
"189";9;"KRIECHMAYR Vincent";1991;"AUT";"Head";"Kitzbuehl1";"DH";2,5;"PARTLY CLOUDY";"HARD";29
"190";10;"ALLEGRE Nils";1994;"FRA";"Salomon";"Kitzbuehl1";"DH";2,5;"PARTLY CLOUDY";"HARD";26
"191";11;"GANONG Travis";1988;"USA";"Atomic";"Kitzbuehl1";"DH";2,5;"PARTLY CLOUDY";"HARD";24
"192";12;"SCHWAIGER Dominik";1991;"GER";"Head";"Kitzbuehl1";"DH";2,5;"PARTLY CLOUDY";"HARD";22
"193";13;"FERSTL Josef";1988;"GER";"Head";"Kitzbuehl1";"DH";2,5;"PARTLY CLOUDY";"HARD";20
"194";13;"STRIEDINGER Otmar";1991;"AUT";"Salomon";"Kitzbuehl1";"DH";2,5;"PARTLY CLOUDY";"HARD";20
"195";15;"MUZATON Maxence";1990;"FRA";"Rossignol";"Kitzbuehl1";"DH";2,5;"PARTLY CLOUDY";"HARD";16
"196";16;"REICHELT Hannes";1980;"AUT";"Salomon";"Kitzbuehl1";"DH";2,5;"PARTLY CLOUDY";"HARD";15
"197";17;"DANKLMAIER Daniel";1993;"AUT";"Atomic";"Kitzbuehl1";"DH";2,5;"PARTLY CLOUDY";"HARD";14
"198";18;"JANSRUD Kjetil";1985;"NOR";"Head";"Kitzbuehl1";"DH";2,5;"PARTLY CLOUDY";"HARD";13
"199";19;"GOLDBERG Jared";1991;"USA";"Head";"Kitzbuehl1";"DH";2,5;"PARTLY CLOUDY";"HARD";12
"200";20;"MARSAGLIA Matteo";1985;"ITA";"Fischer";"Kitzbuehl1";"DH";2,5;"PARTLY CLOUDY";"HARD";11
"201";21;"ROGER Brice";1990;"FRA";"Rossignol";"Kitzbuehl1";"DH";2,5;"PARTLY CLOUDY";"HARD";10
"202";22;"INNERHOFER Christof";1984;"ITA";"Rossignol";"Kitzbuehl1";"DH";2,5;"PARTLY CLOUDY";"HARD";9
"203";23;"RAFFORT Nicolas";1991;"FRA";"Rossignol";"Kitzbuehl1";"DH";2,5;"PARTLY CLOUDY";"HARD";8
"204";24;"BENNETT Bryce";1992;"USA";"Fischer";"Kitzbuehl1";"DH";2,5;"PARTLY CLOUDY";"HARD";7
"205";25;"KRYENBUEHL Urs";1994;"SUI";"Fischer";"Kitzbuehl1";"DH";2,5;"PARTLY CLOUDY";"HARD";6
"206";26;"CATER Martin";1992;"SLO";"Stoeckli";"Kitzbuehl1";"DH";2,5;"PARTLY CLOUDY";"HARD";5
"207";27;"THEAUX Adrien";1984;"FRA";"Head";"Kitzbuehl1";"DH";2,5;"PARTLY CLOUDY";"HARD";4
"208";28;"WEBER Ralph";1993;"SUI";"Head";"Kitzbuehl1";"DH";2,5;"PARTLY CLOUDY";"HARD";3
"209";1;"FEUZ Beat";1987;"SUI";"Head";"Kitzbuehl2";"DH";-4;"PARTLY CLOUDY";"HARD";100
"210";2;"CLAREY Johan";1981;"FRA";"Head";"Kitzbuehl2";"DH";-4;"PARTLY CLOUDY";"HARD";80
"211";3;"MAYER Matthias";1990;"AUT";"Head";"Kitzbuehl2";"DH";-4;"PARTLY CLOUDY";"HARD";60
"212";4;"INNERHOFER Christof";1984;"ITA";"Rossignol";"Kitzbuehl2";"DH";-4;"PARTLY CLOUDY";"HARD";50
"213";5;"BAUMANN Romed";1986;"GER";"Salomon";"Kitzbuehl2";"DH";-4;"PARTLY CLOUDY";"HARD";45
"214";6;"SANDER Andreas";1989;"GER";"Atomic";"Kitzbuehl2";"DH";-4;"PARTLY CLOUDY";"HARD";40
"215";7;"PARIS Dominik";1989;"ITA";"Nordica";"Kitzbuehl2";"DH";-4;"PARTLY CLOUDY";"HARD";36
"216";8;"STRIEDINGER Otmar";1991;"AUT";"Salomon";"Kitzbuehl2";"DH";-4;"PARTLY CLOUDY";"HARD";32
"217";9;"BAILET Matthieu";1996;"FRA";"Salomon";"Kitzbuehl2";"DH";-4;"PARTLY CLOUDY";"HARD";29
"218";10;"HEMETSBERGER Daniel";1991;"AUT";"Fischer";"Kitzbuehl2";"DH";-4;"PARTLY CLOUDY";"HARD";26
"219";10;"ODERMATT Marco";1997;"SUI";"Stoeckli";"Kitzbuehl2";"DH";-4;"PARTLY CLOUDY";"HARD";26
"220";12;"GANONG Travis";1988;"USA";"Atomic";"Kitzbuehl2";"DH";-4;"PARTLY CLOUDY";"HARD";22
"221";13;"FRANZ Max";1989;"AUT";"Fischer";"Kitzbuehl2";"DH";-4;"PARTLY CLOUDY";"HARD";20
"222";14;"SCHIEDER Florian";1995;"ITA";"Atomic";"Kitzbuehl2";"DH";-4;"PARTLY CLOUDY";"HARD";18
"223";15;"DANKLMAIER Daniel";1993;"AUT";"Atomic";"Kitzbuehl2";"DH";-4;"PARTLY CLOUDY";"HARD";16
"224";16;"ROEA Henrik";1995;"NOR";"Nordica";"Kitzbuehl2";"DH";-4;"PARTLY CLOUDY";"HARD";15
"225";17;"SCHWAIGER Dominik";1991;"GER";"Head";"Kitzbuehl2";"DH";-4;"PARTLY CLOUDY";"HARD";14
"226";17;"KRIECHMAYR Vincent";1991;"AUT";"Head";"Kitzbuehl2";"DH";-4;"PARTLY CLOUDY";"HARD";14
"227";19;"ALLEGRE Nils";1994;"FRA";"Salomon";"Kitzbuehl2";"DH";-4;"PARTLY CLOUDY";"HARD";12
"228";20;"ROGENTIN Stefan";1994;"SUI";"Fischer";"Kitzbuehl2";"DH";-4;"PARTLY CLOUDY";"HARD";11
